IMDScore,IncDepriv,EmpDepriv,EduSklDepriv,HealthDepriv,CrimScore,HousServDepriv,LivEnvDepriv,ChildIncDepriv,OldPplIncDepriv,ChildYPDepriv,AdultSklDepriv,GeoBarDepriv,WiderBarDepriv,IndoorDepriv,OutdoorDepriv,Cluster
2.385,0.014,0.014,0.301,-0.772,-0.899,18.159,4.95,0.021,0.032,-2.013,0.102,0.156,-0.172,-1.365,-0.197,0
6.173,0.042,0.035,2.775,-1.522,0.248,19.503,19.764,0.045,0.075,-1.298,0.2,0.482,-1.411,0.489,-0.895,0
5.289,0.043,0.066,1.615,-0.573,-0.168,14.657,2.631,0.054,0.057,-1.276,0.16,0.421,-4.875,-1.113,-0.969,0
6.672,0.087,0.065,9.541,-0.96,-0.791,11.111,4.622,0.1,0.142,-0.318,0.249,-0.573,-0.106,-0.701,-0.976,0
12.745,0.042,0.025,3.401,-1.075,-0.512,38.623,51.43,0.038,0.084,-0.836,0.182,1.694,-2.523,1.695,-1.629,0
6.454,0.049,0.047,15.727,-0.39,-0.642,17.22,3.52,0.052,0.095,0.115,0.277,0.268,-0.963,-0.861,-1.059,0
4.099,0.041,0.046,6.678,-0.509,-0.583,10.046,4.779,0.053,0.062,-0.516,0.223,-0.404,-0.74,-1.227,-0.289,0
11.071,0.065,0.068,5.708,-0.869,0.356,21.745,28.47,0.09,0.078,-0.901,0.239,0.824,-4.631,0.426,0.624,0
8.753,0.08,0.07,16.845,-0.819,-0.018,6.772,6.402,0.117,0.128,-0.161,0.329,-0.175,-3.873,-1.128,-0.074,0
16.723,0.07,0.061,7.718,-0.868,-0.349,16.829,28.09,0.087,0.082,-0.571,0.248,0.3005,-1.173,0.896,-1.502,0
6.164,0.035,0.065,7.914,-0.772,0.036,17.254,1.71,0.036,0.045,-0.778,0.268,0.445,-2.138,-1.572,-0.914,0
18.216,0.078,0.077,7.172,-0.347,-1.663,43.814,48.472,0.052,0.097,-0.427,0.22,1.879,-1.589,1.601,-1.834,0
6.104,0.038,0.043,3.559,-1.082,-0.552,21.894,24.005,0.022,0.075,-1.254,0.217,0.632,-1.487,0.717,-1.176,0
8.408,0.029,0.03,0.915,-1.157,-0.528,37.115,25.44,0.036,0.047,-1.417,0.128,1.655,-3.13,0.371,0.436,0
8.948,0.063,0.084,1.407,-0.19,-0.648,4.548,26.857,0.043,0.065,-1.612,0.169,-1.227,-1.423,0.61,0.056,0
8.969,0.069,0.047,5.356,-0.56,-1.049,34.492,9.293,0.073,0.124,-0.481,0.184,0.772,1.248,-0.264,-0.62,0
2.519,0.03,0.043,2.783,-0.545,-1.475,6.832,6.306,0.028,0.05,-1.273,0.199,-0.503,-1.649,-0.702,-0.453,0
9.481,0.076,0.066,7.197,-0.67,0.098,20.001,14.336,0.111,0.073,-0.693,0.25,0.102,0.491,-0.354,0.313,0
4.734,0.031,0.038,3.513,-0.309,-1.075,17.023,14.621,0.03,0.049,-1.162,0.212,0.557,-4.689,0.197,-0.835,0
19.276,0.082,0.09,12.281,0.021,-0.42,46.334,25.742,0.052,0.116,-0.327,0.291,0.239,-2.987,0.752,-0.761,0
6.954,0.038,0.057,4.637,-0.443,-0.186,18.339,17.217,0.019,0.057,-1.524,0.244,0.599,-3.456,0.121,-0.028,0
6.769,0.069,0.06,16.192,-0.407,-1.633,7.551,4.976,0.059,0.116,-0.171,0.323,-0.149,-3.185,-1.01,-0.395,0
4.098,0.039,0.046,9.281,-0.991,-1.456,19.552,1.215,0.031,0.089,-0.143,0.216,0.598,-2.342,-2.255,-0.918,0
10.311,0.047,0.046,8.653,-1.519,-0.847,41.605,17.956,0.082,0.048,-0.196,0.213,1.658,-0.874,0.348,-0.605,0
10.011,0.082,0.052,3.607,-0.754,0.028,28.873,15.557,0.089,0.141,-1.12,0.212,-0.199,2.915,-0.474,0.545,0
2.208,0.033,0.025,2.471,-1.735,-1.586,20.384,1.701,0.043,0.067,-1.347,0.194,0.739,-4.136,-1.608,-0.896,0
2.975,0.033,0.047,3.214,-1.11,-0.863,16.484,2.659,0.041,0.069,-1.063,0.198,0.491,-3.466,-2.232,-0.481,0
10.467,0.035,0.051,1.057,-0.987,0.224,36.137,25.068,0.036,0.044,-1.653,0.154,1.484,-1.749,0.708,-0.657,0
10.341,0.065,0.061,9.19,0.068,-1.091,31.527,4.301,0.077,0.115,-0.612,0.275,1.233,-1.86,-1.495,-0.266,0
6.525,0.051,0.034,3.329,-1.879,-0.239,25.335,19.446,0.057,0.067,-0.639,0.135,0.777,-1.155,0.244,0.008,0
8.652,0.073,0.067,14.638,-0.504,0.113,11.816,1.287,0.096,0.076,0.026,0.277,0.095,-2.13,-1.39,-1.314,0
1.634,0.021,0.029,0.654,-1.995,-1.899,18.564,3.751,0.024,0.02,-1.899,0.136,0.643,-4.544,-1.252,-0.487,0
7.663,0.072,0.065,4.162,-0.264,-0.352,15.124,9.481,0.129,0.058,-1.257,0.229,0.424,-3.754,-0.253,-0.597,0
14.037,0.094,0.114,11.098,0.292,-1.294,21.755,8.754,0.06,0.142,-0.693,0.306,0.772,-3.049,-0.37,-0.492,0
2.491,0.034,0.045,6.986,-1.335,-1.332,12.276,1.012,0.042,0.053,-0.585,0.236,0.157,-2.372,-2.064,-1.041,0
14.302,0.095,0.071,7.919,-0.513,-0.342,25.09,43.074,0.111,0.116,-0.525,0.246,0.816,-1.516,1.426,-2.113,0
12.016,0.067,0.091,9.747,0.129,-0.509,25.079,8.399,0.049,0.094,-0.916,0.3,0.909,-2.346,-0.28,-0.851,0
11.142,0.086,0.089,8.641,0.25,-1.109,16.691,8.629,0.045,0.174,-0.547,0.261,0.504,-3.474,-0.316,-0.655,0
7.458,0.042,0.05,4.015,-0.145,0.525,6.713,13.065,0.039,0.103,-0.675,0.179,-0.209,-3.438,0.014,-0.493,0
8.828,0.075,0.067,3.923,0.149,-0.181,10.236,10.051,0.043,0.131,-1.181,0.221,-0.011,-2.281,-0.448,-0.114,0
10.066,0.097,0.074,6.974,-0.801,-0.196,14.341,21.336,0.141,0.12,-0.737,0.25,-0.159,-0.158,0.473,-0.372,0
7.48,0.059,0.057,8.523,-1.067,-0.028,17.642,15.014,0.073,0.07,-1.321,0.298,-0.037,0.333,-0.73,0.664,0
8.161,0.071,0.078,3.368,-0.252,-0.2,3.52,13.489,0.084,0.069,-1.085,0.204,-0.712,-2.922,-0.07,-0.202,0
11.872,0.085,0.078,16.339,-0.575,-0.783,23.984,18.847,0.093,0.11,-0.072,0.313,0.72,-1.281,0.37,-0.486,0
13.264,0.077,0.1,6.767,0.961,-1.514,11.366,8.28,0.063,0.1,-0.391,0.206,0.182,-3.582,-0.212,-1.289,0
8.846,0.056,0.06,12.903,-0.497,0.074,18.254,12.581,0.076,0.105,-0.199,0.285,-0.075,0.583,-0.208,-0.088,0
10.941,0.046,0.048,5.546,-1.283,-0.412,35.229,36.686,0.05,0.072,-0.468,0.187,1.488,-2.224,1.207,-1.292,0
11.085,0.103,0.068,12.941,-0.401,-0.531,21.228,13.089,0.092,0.199,-0.187,0.284,0.548,-1.177,0.173,-1.537,0
15.832,0.069,0.082,20.017,-0.088,-0.632,37.619,17.964,0.041,0.113,-0.568,0.393,1.506,-1.282,0.342,-0.567,0
6.45,0.061,0.058,9.388,-0.297,-0.608,10.455,6.761,0.045,0.095,-0.618,0.278,-0.096,-1.674,-0.332,-1.568,0
7.028,0.053,0.065,2.239,-0.215,-2.067,16.624,19.77,0.031,0.097,-1.24,0.182,0.507,-3.608,-0.017,0.479,0
4.928,0.043,0.044,6.907,-1.717,-0.217,14.535,14.536,0.052,0.057,-0.59,0.236,0.277,-2.128,0.261,-1.494,0
3.187,0.02,0.037,0.798,-1.249,-0.588,21.624,5.197,0.021,0.032,-1.371,0.109,0.753,-2.859,-0.686,-0.79,0
5.053,0.07,0.039,9.577,-1.376,-1.068,15.536,8.898,0.114,0.141,-0.096,0.212,0.112,-0.748,-0.614,-0.094,0
3.59,0.026,0.043,0.74,-0.896,-1.667,22.677,7.321,0.03,0.028,-1.915,0.143,0.884,-5.573,-0.878,-0.087,0
11.283,0.085,0.062,7.149,-0.83,-0.048,36.454,1.419,0.128,0.087,-0.273,0.191,1.236,-0.185,-1.778,-0.934,0
15.231,0.063,0.064,5.675,-0.479,-0.549,25.3565,28.069,0.111,0.077,-0.488,0.195,2.048,-1.533,0.892,-1.442,0
14.528,0.092,0.075,9.865,-0.817,-1.059,37.85,28.926,0.1,0.13,-0.515,0.276,1.38,-0.483,0.909,-1.099,0
9.47,0.051,0.061,7.908,-0.028,0.401,14.449,13.106,0.072,0.061,-0.976,0.279,0.374,-3.502,-0.234,0.024,0
6.678,0.041,0.054,3.123,-0.395,-0.444,26.211,6.006,0.032,0.069,-1.43,0.213,1.033,-3.377,-1.437,-0.016,0
6.122,0.055,0.051,10.568,-0.675,-1.178,15.485,14.192,0.106,0.056,-0.289,0.262,0.396,-2.807,-0.07,-0.092,0
11.72,0.085,0.091,7.764,0.257,-0.08,9.175,11.349,0.091,0.094,-0.843,0.27,-0.222,-1.64,-0.612,0.218,0
7.061,0.06,0.061,5.877,-1.163,0.132,16.481,10.193,0.085,0.059,-0.99,0.248,-0.569,1.163,-0.527,0.0,0
6.222,0.062,0.051,10.683,-1.084,-0.121,8.097,11.885,0.077,0.097,-0.008,0.215,-0.046,-4.148,-0.057,-0.561,0
9.614,0.042,0.039,15.817,-1.342,-1.037,34.165,23.805,0.06,0.066,0.285,0.243,1.174,-0.564,0.702,-1.099,0
8.612,0.063,0.085,3.861,0.063,-0.519,13.66,6.436,0.144,0.046,-1.059,0.214,0.353,-4.349,-0.657,-0.495,0
5.849,0.046,0.041,15.357,-1.156,-0.091,17.761,1.955,0.033,0.092,0.142,0.267,0.424,-1.728,-1.09,-1.478,0
3.88,0.034,0.043,3.088,-1.516,-0.477,22.335,3.655,0.042,0.048,-0.992,0.189,0.548,-0.804,-0.836,-1.06,0
4.752,0.059,0.049,9.654,-0.65,-0.579,4.664,2.937,0.085,0.067,-0.041,0.199,-0.803,-1.895,-0.902,-1.286,0
7.994,0.047,0.057,14.929,-0.7,-1.166,28.903,4.815,0.045,0.087,-0.202,0.311,0.576,0.789,-0.53,-2.085,0
3.425,0.051,0.044,1.522,-1.324,-0.76,12.486,10.578,0.054,0.074,-1.182,0.145,0.121,-1.976,-0.239,-0.372,0
2.571,0.029,0.034,2.579,-1.195,-1.125,12.541,12.427,0.03,0.037,-1.48,0.201,0.218,-2.86,-0.081,-0.366,0
9.528,0.078,0.082,4.721,0.288,-0.56,9.243,7.21,0.067,0.144,-1.083,0.232,-0.081,-2.396,-0.472,-0.651,0
5.897,0.058,0.064,4.573,-1.191,-0.671,20.677,6.448,0.065,0.072,-0.782,0.208,0.173,0.413,-1.108,-0.075,0
8.723,0.047,0.047,3.775,-1.021,0.515,24.327,18.993,0.05,0.062,-0.723,0.178,0.742,-1.301,0.255,-0.076,0
9.975,0.072,0.058,5.141,-1.018,0.836,14.931,15.849,0.086,0.106,-1.275,0.247,-0.159,0.005,-0.516,0.608,0
5.999,0.042,0.032,2.766,-1.994,-0.901,31.718,13.776,0.027,0.097,-0.663,0.083,0.864,0.247,-0.693,0.527,0
10.8,0.068,0.071,5.699,-0.437,0.15,25.95,14.095,0.092,0.055,-0.77,0.23,0.335,1.026,-0.659,0.536,0
4.745,0.034,0.048,10.628,-1.224,-0.727,20.028,5.099,0.046,0.046,-0.302,0.265,0.634,-2.424,-1.845,-0.072,0
9.235,0.058,0.058,10.202,-0.624,-0.102,29.728,4.52,0.109,0.049,-0.462,0.276,1.068,-1.507,-0.584,-1.712,0
6.306,0.044,0.043,2.147,-0.273,0.363,15.96,6.09,0.035,0.099,-1.056,0.162,0.47,-3.712,-0.735,-0.451,0
2.637,0.033,0.045,7.523,-1.62,-1.127,12.214,2.763,0.037,0.044,-0.62,0.249,0.206,-2.985,-1.561,-0.577,0
7.214,0.083,0.065,14.925,-0.865,-1.036,5.585,8.478,0.082,0.144,0.248,0.236,-0.532,-2.155,-0.705,-0.066,0
8.343,0.055,0.099,6.815,-0.06,-1.15,13.122,3.503,0.063,0.056,-0.398,0.209,0.26,-2.95,-2.052,-0.32,0
6.809,0.062,0.066,10.925,-0.35,-1.515,14.083,6.137,0.044,0.088,-0.36,0.275,0.375,-4.17,-0.731,-0.447,0
16.78,0.075,0.078,8.523,-0.736,-1.058,41.592,44.419,0.066,0.088,-0.256,0.221,1.704,-1.173,1.468,-1.693,0
12.433,0.089,0.09,12.35,-0.254,-0.182,22.863,9.698,0.135,0.072,-0.074,0.259,0.672,-1.39,-0.274,-0.489,0
8.503,0.069,0.075,15.111,-0.549,-0.554,12.6,9.348,0.073,0.085,-0.686,0.35,-0.662,0.407,-0.663,0.013,0
3.917,0.029,0.047,5.156,-0.732,-1.301,21.194,1.997,0.036,0.049,-0.647,0.207,0.797,-4.921,-1.182,-1.186,0
5.911,0.067,0.054,1.215,-0.691,-0.42,16.274,10.507,0.055,0.134,-1.487,0.155,0.135,-0.617,-0.78,0.247,0
7.442,0.064,0.053,8.985,-0.98,-1.641,30.32,2.745,0.07,0.105,-0.557,0.267,1.028,-1.01,-1.04,-1.05,0
10.432,0.076,0.092,10.307,-0.439,-0.705,24.468,3.564,0.108,0.075,-0.601,0.289,0.781,-1.524,-1.379,-0.456,0
3.877,0.045,0.039,8.599,-1.038,-0.959,15.667,5.633,0.036,0.076,-0.568,0.262,0.382,-2.455,-0.743,-0.55,0
6.729,0.042,0.047,0.16,-1.666,-0.132,15.761,35.242,0.036,0.053,-2.129,0.083,-0.933,1.365,0.413,1.212,0
6.393,0.037,0.049,2.587,-0.565,-0.402,23.863,14.665,0.029,0.071,-1.337,0.197,0.651,-0.894,-0.372,0.365,0
6.57,0.045,0.083,4.292,-0.241,-0.798,3.924,10.959,0.034,0.067,-1.102,0.225,-0.603,-3.087,-0.755,0.282,0
10.799,0.076,0.047,8.84,-0.15,-0.875,34.677,9.95,0.114,0.122,-0.374,0.244,0.876,0.883,-0.752,0.163,0
3.28,0.053,0.046,3.198,-1.388,-1.194,16.621,2.118,0.09,0.053,-1.068,0.198,0.388,-1.976,-1.118,-1.245,0
2.03,0.041,0.04,2.078,-1.304,-1.777,12.685,3.744,0.037,0.06,-1.263,0.178,0.147,-2.068,-0.917,-0.842,0
2.906,0.047,0.031,6.388,-1.198,-0.573,4.33,6.433,0.078,0.056,-0.677,0.235,-0.467,-3.679,-0.963,-0.166,0
8.569,0.057,0.04,13.778,-0.532,-0.89,32.683,3.517,0.078,0.085,-0.251,0.302,1.069,-0.515,-2.026,-0.32,0
3.704,0.041,0.052,4.81,-1.291,-0.856,16.876,4.076,0.065,0.038,-0.727,0.208,0.405,-1.982,-1.561,-0.291,0
9.422,0.08,0.076,8.489,-0.519,0.124,17.99,4.017,0.082,0.187,-0.578,0.261,0.556,-2.982,-1.47,-0.332,0
10.648,0.051,0.053,10.148,-0.78,-0.691,30.586,32.027,0.06,0.078,-0.356,0.263,1.209,-2.152,0.995,-0.695,0
1.855,0.032,0.037,1.16,-1.254,-0.969,12.541,4.148,0.036,0.047,-1.437,0.149,0.188,-2.491,-0.914,-0.707,0
6.244,0.044,0.036,3.051,-1.618,-0.787,27.233,21.453,0.054,0.067,-0.752,0.153,0.419,1.011,0.16,0.399,0
5.613,0.047,0.055,14.757,-1.57,-1.569,21.207,3.877,0.056,0.079,0.043,0.275,0.737,-2.948,-0.921,-0.787,0
12.84,0.051,0.05,6.979,-0.532,0.102,41.773,20.302,0.063,0.068,-0.508,0.227,1.732,-1.317,0.495,-0.741,0
8.011,0.064,0.074,8.486,-0.669,-0.018,16.913,3.901,0.1,0.063,-0.531,0.256,0.534,-3.894,-1.652,-0.303,0
12.916,0.09,0.086,9.726,-0.302,0.119,24.343,12.61,0.117,0.102,-0.374,0.259,0.754,-1.378,0.099,-1.038,0
6.01,0.034,0.031,2.723,-1.258,-1.114,26.994,25.087,0.028,0.06,-0.938,0.171,0.982,-2.085,0.662,-0.404,0
3.903,0.038,0.044,1.719,-0.6,-0.885,3.4,18.367,0.039,0.073,-1.63,0.181,-0.755,-2.835,0.317,-0.382,0
11.164,0.07,0.079,6.637,0.155,-0.649,26.223,8.396,0.051,0.11,-1.034,0.263,0.754,-0.729,-0.292,-0.805,0
5.44,0.065,0.066,6.101,-0.945,-0.94,7.768,9.517,0.038,0.126,-0.576,0.218,-0.486,-1.327,-0.311,-0.441,0
6.879,0.055,0.069,12.958,-0.75,-1.317,20.204,2.164,0.057,0.061,-0.141,0.278,0.469,-1.073,-1.87,-0.65,0
11.048,0.074,0.075,4.345,-0.89,-0.794,35.248,15.181,0.086,0.092,-0.884,0.212,0.942,0.738,-0.319,0.367,0
11.194,0.061,0.052,9.859,-0.715,0.344,34.239,9.18,0.097,0.083,-0.884,0.301,1.145,-0.414,-1.165,0.286,0
11.216,0.106,0.06,4.191,-1.206,0.326,26.178,15.211,0.158,0.14,-0.745,0.194,0.308,1.183,-0.552,0.573,0
5.736,0.048,0.053,16.007,-1.218,-0.276,7.278,8.111,0.089,0.045,-0.552,0.352,-0.278,-2.331,-0.834,-0.01,0
8.42,0.067,0.069,5.463,-0.351,0.119,15.389,8.85,0.087,0.096,-0.985,0.24,0.183,-1.131,-0.46,-0.298,0
12.44,0.096,0.071,12.832,-0.397,-0.695,32.995,6.831,0.126,0.133,-0.492,0.313,0.82,0.738,-1.73,0.141,0
5.301,0.059,0.058,5.7,-0.274,-1.969,11.877,5.355,0.077,0.075,-0.647,0.219,0.232,-4.029,-0.933,-0.385,0
7.879,0.061,0.04,4.261,-0.957,-1.092,30.879,18.773,0.069,0.097,-0.838,0.206,1.221,-2.1,0.408,-0.698,0
5.105,0.028,0.038,2.353,-1.337,-0.203,28.658,2.84,0.018,0.045,-1.201,0.183,1.11,-2.388,-0.902,-1.37,0
3.958,0.035,0.039,0.681,-0.624,-1.553,24.338,3.498,0.038,0.073,-1.9,0.138,0.88,-2.49,-0.746,-1.589,0
10.91,0.045,0.076,3.018,-0.034,-1.067,22.908,36.516,0.041,0.084,-0.842,0.169,0.37,0.197,1.196,-1.164,0
12.887,0.073,0.087,15.297,-0.051,-0.876,25.602,17.329,0.066,0.1,0.205,0.253,0.95,-2.53,0.105,0.018,0
5.096,0.04,0.045,5.637,-1.466,0.016,17.931,9.418,0.046,0.045,-1.249,0.254,0.047,0.16,-0.735,0.086,0
9.229,0.103,0.053,8.856,-0.531,0.249,9.732,10.964,0.181,0.113,-0.297,0.234,-0.131,-1.838,-0.102,-0.655,0
4.71,0.057,0.051,6.624,-0.779,-0.555,11.663,4.848,0.087,0.065,-0.512,0.221,0.183,-3.21,-0.916,-0.517,0
5.938,0.047,0.05,12.159,-0.578,-0.302,4.814,12.265,0.067,0.093,-0.15,0.268,-0.402,-3.685,0.003,-0.664,0
13.011,0.083,0.09,12.994,0.082,-1.453,24.193,16.597,0.089,0.092,-0.495,0.315,0.854,-2.266,0.19,-0.305,0
3.095,0.042,0.047,2.723,-1.253,-0.492,6.663,8.867,0.042,0.063,-0.955,0.173,-0.299,-2.624,-0.603,-0.11,0
11.467,0.088,0.091,4.226,-0.027,-0.572,27.086,1.481,0.155,0.082,-1.004,0.218,1.063,-2.998,-1.356,-1.223,0
8.033,0.088,0.055,13.529,-0.986,-0.163,15.991,5.946,0.1,0.161,0.055,0.254,0.222,-1.133,-0.46,-1.213,0
7.9,0.077,0.076,13.746,-0.718,-1.199,15.109,5.197,0.086,0.094,-0.09,0.282,0.328,-2.266,-0.526,-1.373,0
14.03,0.076,0.085,13.405,-0.657,-0.133,39.082,4.508,0.105,0.079,-0.205,0.292,1.582,-1.224,-0.718,-0.977,0
5.032,0.045,0.056,4.984,-0.489,-0.355,11.432,6.635,0.076,0.046,-0.628,0.2,0.126,-2.671,-0.654,-0.453,0
9.696,0.057,0.07,12.412,0.178,-0.258,4.897,16.018,0.074,0.087,-0.043,0.254,-0.67,-2.095,0.179,-0.382,0
11.162,0.069,0.063,9.107,-0.607,-0.537,32.067,19.307,0.093,0.096,-0.163,0.216,1.102,-0.866,0.187,0.108,0
4.415,0.06,0.052,5.242,-1.391,-1.601,13.053,11.579,0.084,0.064,-0.408,0.161,0.244,-2.792,-0.747,0.345,0
12.107,0.097,0.115,11.211,-0.139,-0.456,7.815,9.084,0.106,0.104,-1.023,0.323,-0.169,-2.717,-0.935,0.173,0
4.359,0.019,0.045,5.989,-1.251,-0.406,22.883,2.687,0.023,0.029,-0.425,0.192,0.861,-3.589,-1.176,-0.863,0
11.716,0.102,0.103,5.919,-0.092,-1.006,22.21,3.788,0.162,0.079,-1.018,0.25,0.521,-0.695,-0.698,-1.642,0
7.609,0.035,0.036,5.53,-1.706,-0.393,34.142,16.577,0.042,0.049,-0.32,0.138,1.527,-3.975,0.174,-0.257,0
17.792,0.089,0.095,11.268,-0.19,-1.202,38.338,36.83,0.057,0.137,-0.458,0.29,1.639,-2.038,1.229,-2.088,0
16.665,0.068,0.057,8.815,-1.041,-0.962,21.634,42.555,0.108,0.08,-0.298,0.233,2.007,-0.692,1.411,-1.971,0
13.558,0.07,0.077,14.019,0.125,0.286,25.586,9.458,0.077,0.104,-0.201,0.3,0.81,-1.296,-0.26,-0.585,0
8.292,0.036,0.051,1.512,-0.797,0.012,32.161,14.336,0.031,0.055,-1.94,0.179,0.96,-0.11,-0.412,0.37,0
8.145,0.052,0.067,6.218,-1.119,-0.451,23.269,20.256,0.063,0.05,-0.607,0.225,0.431,0.035,0.574,-2.252,0
3.974,0.047,0.045,2.521,-0.576,-0.577,13.675,5.796,0.025,0.075,-1.257,0.191,0.309,-3.151,-0.749,-0.503,0
3.805,0.045,0.049,0.796,-1.072,-1.13,10.354,18.029,0.026,0.076,-1.62,0.136,-0.18,-1.339,0.087,0.144,0
5.594,0.047,0.058,3.567,-0.311,-1.086,21.554,1.343,0.049,0.069,-0.964,0.2,0.826,-1.649,-2.269,-0.866,0
5.958,0.045,0.055,16.128,-0.858,-0.107,6.79,4.976,0.056,0.044,-0.022,0.304,-0.382,-2.091,-0.973,-0.425,0
2.993,0.03,0.037,7.611,-1.418,-0.697,10.248,9.13,0.036,0.04,-0.548,0.243,0.098,-3.503,-1.273,0.316,0
9.973,0.085,0.071,5.238,-1.03,0.191,21.937,13.704,0.121,0.109,-0.931,0.233,-0.444,2.074,-0.444,0.337,0
9.874,0.082,0.069,3.584,-0.801,-0.176,14.89,31.282,0.107,0.118,-0.613,0.143,0.035,-0.636,0.634,0.492,0
2.352,0.029,0.032,0.783,-2.037,-0.27,13.125,6.318,0.024,0.032,-1.515,0.126,0.158,-1.921,-1.185,-0.058,0
10.327,0.076,0.066,15.735,-0.198,-0.871,25.765,4.647,0.098,0.159,0.116,0.277,0.927,-2.152,-1.05,-0.428,0
11.732,0.105,0.071,5.926,-0.993,0.019,27.584,14.762,0.106,0.129,-0.766,0.234,-0.1,2.533,-0.734,0.646,0
6.379,0.051,0.063,4.16,-0.458,-0.557,19.524,7.454,0.059,0.083,-0.962,0.214,0.706,-5.198,-0.785,-0.146,0
13.068,0.08,0.079,17.151,-0.342,-1.432,34.597,8.824,0.076,0.116,0.315,0.259,1.01,0.28,-0.145,-1.481,0
8.699,0.086,0.07,6.012,-0.512,-1.429,12.651,23.459,0.095,0.123,-0.766,0.236,0.162,-2.182,0.442,0.058,0
2.476,0.035,0.034,0.238,-1.632,-0.127,10.937,5.26,0.015,0.094,-1.814,0.084,-0.006,-1.938,-0.994,-0.352,0
5.223,0.034,0.039,5.295,-0.786,-1.07,27.312,6.532,0.026,0.049,-0.595,0.203,1.116,-3.966,-0.542,-0.677,0
6.372,0.07,0.049,6.911,-1.044,-0.887,13.684,20.401,0.059,0.091,-0.314,0.194,0.031,-1.003,0.519,-0.864,0
4.612,0.029,0.03,7.115,-0.958,0.05,11.913,12.87,0.039,0.029,-0.458,0.224,0.006,-1.561,-0.567,0.353,0
2.715,0.052,0.034,1.925,-1.166,-0.872,7.427,9.49,0.06,0.07,-1.012,0.144,-0.148,-3.341,-0.547,-0.076,0
10.166,0.061,0.064,5.673,-0.616,-1.232,32.277,21.929,0.065,0.088,-0.879,0.237,1.271,-1.84,0.616,-1.097,0
1.976,0.025,0.021,1.075,-1.668,-0.825,18.391,3.173,0.031,0.049,-1.519,0.149,0.406,-1.339,-1.452,-0.518,0
7.409,0.046,0.06,4.135,-0.975,-0.421,26.245,15.09,0.048,0.052,-0.893,0.208,0.892,-1.599,0.186,-0.629,0
7.027,0.05,0.063,6.474,-0.092,-1.687,20.57,7.553,0.062,0.057,-1.137,0.264,0.761,-4.897,-2.035,0.249,0
5.436,0.012,0.006,2.975,-1.069,-0.519,12.13,37.391,0.068,0.078,-0.604,0.051,-0.876,0.523,0.499,1.25,0
3.136,0.041,0.051,0.72,-0.884,-1.482,17.428,1.972,0.059,0.04,-1.733,0.136,0.547,-3.456,-1.575,-0.812,0
9.537,0.087,0.072,9.802,0.042,-1.178,13.039,11.842,0.089,0.148,-0.613,0.284,0.293,-3.659,-0.308,-0.043,0
10.296,0.085,0.071,8.265,-0.58,0.497,14.47,9.806,0.08,0.136,-0.582,0.258,-0.042,-0.501,-0.688,0.095,0
7.261,0.065,0.058,10.435,-0.983,-0.038,16.783,7.159,0.073,0.105,-0.678,0.297,-0.165,0.482,-0.768,-0.211,0
7.48,0.072,0.053,16.161,-0.151,-1.762,14.62,2.489,0.072,0.104,0.218,0.264,0.066,-0.846,-1.348,-0.768,0
8.54,0.066,0.059,12.749,-0.582,-0.625,17.937,18.241,0.047,0.124,-0.131,0.274,0.563,-3.157,0.424,-1.015,0
11.5,0.082,0.086,2.305,0.141,0.17,9.858,18.237,0.039,0.173,-1.169,0.179,-0.521,-0.547,0.216,-0.099,0
3.404,0.024,0.033,0.521,-0.969,-0.317,13.116,14.435,0.028,0.036,-1.507,0.095,0.256,-2.885,-0.612,0.538,0
8.439,0.066,0.076,10.441,-0.279,-1.188,10.384,17.241,0.095,0.077,-0.723,0.299,0.093,-3.232,-0.143,0.383,0
8.022,0.069,0.07,5.249,-0.562,0.005,15.838,8.763,0.085,0.067,-1.61,0.255,0.377,-2.291,-0.696,-0.032,0
9.099,0.097,0.089,9.342,-0.532,-1.158,3.483,11.648,0.112,0.106,-0.469,0.264,-0.775,-2.681,0.061,-1.273,0
9.762,0.046,0.067,4.399,-0.046,0.073,22.877,16.239,0.03,0.071,-1.271,0.234,0.829,-2.92,-0.224,0.374,0
8.903,0.037,0.044,26.622,-0.761,0.022,20.202,10.594,0.04,0.06,0.634,0.319,0.587,-1.888,-0.886,0.322,0
2.339,0.041,0.035,3.971,-2.081,-0.598,13.019,1.085,0.065,0.048,-1.03,0.215,0.233,-2.667,-1.764,-1.102,0
5.417,0.048,0.045,5.268,-0.601,-0.357,20.196,5.068,0.074,0.053,-0.735,0.219,0.559,-1.671,-0.573,-1.204,0
6.485,0.041,0.067,6.568,-1.088,-0.344,24.54,1.639,0.026,0.052,-0.659,0.237,0.979,-5.335,-1.286,-1.228,0
7.801,0.078,0.061,8.226,-0.103,-0.993,10.294,11.701,0.044,0.118,-0.15,0.191,0.095,-3.397,-0.063,-0.597,0
6.651,0.046,0.053,6.267,-0.126,-0.312,17.322,7.634,0.055,0.072,-0.966,0.253,0.545,-3.521,-0.724,-0.176,0
7.233,0.057,0.046,11.445,-0.602,-0.53,18.772,15.177,0.111,0.06,-0.186,0.262,0.419,-1.277,-0.087,0.074,0
11.274,0.097,0.097,11.904,-0.351,-0.787,20.475,4.074,0.11,0.121,-0.193,0.27,0.597,-1.846,-1.544,-0.297,0
4.417,0.039,0.029,0.476,-1.903,-0.349,15.845,23.393,0.031,0.093,-1.524,0.091,-0.572,1.016,-0.187,0.982,0
