IMDScore,IncDepriv,EmpDepriv,EduSklDepriv,HealthDepriv,CrimScore,HousServDepriv,LivEnvDepriv,ChildIncDepriv,OldPplIncDepriv,ChildYPDepriv,AdultSklDepriv,GeoBarDepriv,WiderBarDepriv,IndoorDepriv,OutdoorDepriv
11.039,0.064,0.054,19.968,-0.04,0.326,14.874,12.242,0.083,0.13,0.276,0.306,-0.099,-0.19,-0.02,-0.6
12.916,0.077,0.098,16.031,0.106,-0.563,11.549,20.557,0.075,0.087,-0.14,0.317,0.121,-2.536,0.29,0.048
15.921,0.085,0.077,16.086,-0.079,0.639,22.791,24.837,0.129,0.093,-0.536,0.352,-0.101,1.624,0.401,0.312
26.737,0.174,0.106,28.573,-0.259,0.801,30.201,42.772,0.283,0.251,0.726,0.323,-1.233,4.044,0.675,1.383
8.173,0.048,0.039,4.609,-1.069,0.963,16.22,11.074,0.081,0.074,-0.787,0.21,0.094,-0.477,-1.204,0.493
12.548,0.053,0.061,16.395,-0.253,0.03,27.446,25.347,0.058,0.095,-0.351,0.341,0.886,-1.1,-0.287,1.227
8.843,0.068,0.079,10.32,-0.293,-0.339,5.404,13.673,0.09,0.075,-0.533,0.284,-0.289,-4.539,0.133,-0.81
7.468,0.058,0.065,4.178,0.01,-0.336,2.963,14.117,0.081,0.067,-1.014,0.218,-0.629,-4.388,-0.037,-0.17
12.228,0.08,0.083,16.316,-0.115,0.161,17.009,9.206,0.123,0.114,-0.391,0.344,0.499,-3.004,-0.808,0.113
3.17,0.068,0.039,1.025,-1.631,-1.266,8.619,10.056,0.059,0.125,-1.598,0.15,-0.175,-2.134,-0.485,-0.065
16.555,0.121,0.095,4.287,-0.05,0.246,26.056,26.217,0.16,0.123,-1.375,0.235,0.442,0.665,0.263,0.691
8.657,0.092,0.053,12.191,-1.049,-0.227,15.98,14.866,0.194,0.063,-0.324,0.289,-0.183,0.335,-0.387,0.4
16.012,0.069,0.067,17.675,-1.366,-1.037,28.7615,26.385,0.113,0.075,0.363,0.256,0.756,-2.112,0.792,-0.913
19.4985,0.284,0.122,22.8515,1.476,1.215,13.618,23.849,0.396,0.234,1.21,0.553,-0.698,0.684,0.245,0.5
8.329,0.054,0.063,10.509,-0.375,0.255,13.142,9.405,0.067,0.055,-0.569,0.289,0.319,-4.332,-1.853,0.437
28.198,0.196,0.154,27.131,0.951,0.691,4.852,21.818,0.244,0.293,-0.376,0.446,-1.255,-1.289,0.155,0.445
13.713,0.052,0.039,4.273,-1.401,0.358,28.116,58.059,0.075,0.101,-0.517,0.149,-0.863,3.531,0.838,1.797
7.794,0.057,0.067,7.388,-0.76,-0.831,18.864,20.432,0.039,0.093,-0.726,0.256,0.392,-1.08,0.529,-0.934
8.793,0.06,0.057,8.087,-0.005,0.069,11.336,15.229,0.078,0.083,-0.456,0.241,0.022,-1.895,0.102,-0.3
39.806,0.254,0.25,29.593,1.665,-0.01,17.764,22.558,0.257,0.332,0.398,0.389,0.02,0.203,0.19,0.461
7.867,0.057,0.057,6.961,-0.139,-0.727,25.904,1.748,0.097,0.085,-0.334,0.199,1.056,-5.28,-1.654,-0.857
11.169,0.093,0.084,4.852,-0.63,-1.103,14.014,36.357,0.177,0.088,-0.771,0.213,0.281,-2.478,1.2,-1.389
17.621,0.107,0.098,14.012,0.71,-0.132,13.478,28.118,0.079,0.139,0.134,0.247,-0.393,0.189,0.659,0.085
8.777,0.069,0.067,12.454,-0.277,-1.56,14.009,19.49,0.097,0.082,0.084,0.23,-0.053,-0.589,0.51,-1.241
6.625,0.019,0.021,1.373,-1.23,-0.116,25.079,28.78,0.039,0.034,-0.99,0.063,0.594,-0.231,0.413,0.67
12.595,0.053,0.086,15.255,-0.056,0.142,9.036,30.05,0.062,0.05,-0.365,0.33,-0.324,-1.328,0.495,0.647
13.711,0.079,0.085,8.61,-0.136,-0.643,15.301,44.872,0.072,0.129,-0.39,0.242,-0.456,0.734,1.444,-0.864
17.16,0.134,0.092,20.746,0.238,-0.026,10.96,25.016,0.125,0.245,0.09,0.342,-0.465,-0.336,-0.131,1.068
10.828,0.049,0.036,3.497,-1.384,-1.313,43.636,29.312,0.058,0.071,-0.796,0.18,1.838,-1.385,0.952,-1.681
12.873,0.082,0.082,2.227,0.079,0.273,15.376,28.208,0.098,0.155,-0.976,0.154,-1.49,1.513,0.226,0.912
19.485,0.134,0.077,4.076,-0.49,0.773,28.704,44.782,0.259,0.26,-0.746,0.19,-1.188,3.785,0.562,1.773
17.518,0.098,0.111,36.524,-0.166,-0.521,20.662,18.008,0.143,0.087,0.811,0.389,0.548,-1.391,0.382,-0.785
37.574,0.227,0.126,17.111,-0.257,1.974,39.205,58.046,0.341,0.375,0.233,0.275,-1.391,5.234,0.985,2.059
3.363,0.02,0.021,0.534,-0.736,-1.74,25.152,4.42,0.019,0.05,-1.645,0.111,0.668,-0.586,-0.737,-0.956
7.03,0.064,0.039,3.58,-0.959,-0.441,26.953,12.608,0.082,0.085,-1.268,0.218,0.999,-2.257,-0.048,-0.422
7.703,0.057,0.063,10.874,-0.843,-0.986,25.759,7.27,0.081,0.075,-0.353,0.274,0.742,-0.799,-1.654,0.18
5.129,0.047,0.067,3.663,-0.264,-0.989,12.115,1.851,0.031,0.048,-0.671,0.164,0.157,-2.482,-1.278,-1.115
19.483,0.176,0.116,8.716,-0.667,0.488,25.45,22.874,0.271,0.186,-0.167,0.208,-0.24,2.402,-0.165,0.917
16.529,0.075,0.08,8.463,0.141,0.751,25.514,27.727,0.078,0.113,-0.606,0.264,0.628,-0.277,-0.353,1.472
8.875,0.072,0.064,5.423,0.241,-1.175,13.784,15.259,0.068,0.123,-0.773,0.225,0.021,-0.923,-0.36,0.417
37.296,0.273,0.198,12.7875,0.879,0.756,14.94,4.796,0.374,0.226,1.368,0.461,-0.904,1.176,-0.78,-0.723
9.998,0.074,0.073,14.703,-1.131,-0.398,24.794,11.047,0.102,0.099,-0.302,0.318,0.838,-1.815,-0.258,-0.249
13.135,0.097,0.093,15.447,0.485,-0.568,13.389,2.808,0.122,0.146,-0.012,0.293,0.058,-1.242,-0.767,-0.437
18.418,0.098,0.089,23.128,-0.441,-0.137,36.122,27.068,0.154,0.111,0.606,0.28,1.448,-1.499,0.824,-0.941
26.883,0.196,0.176,27.06,1.168,-0.678,17.931,2.734,0.223,0.308,0.225,0.388,0.267,-0.727,-1.518,-0.604
26.315,0.158,0.14,29.171,0.396,1.192,20.626,10.2,0.184,0.212,0.372,0.388,-0.901,2.282,-0.472,-0.062
26.371,0.177,0.135,43.924,0.205,-0.923,38.846,6.952,0.193,0.199,1.093,0.404,1.078,0.974,-0.383,-1.057
22.844,0.214,0.125,29.089,0.216,-0.433,19.912,16.266,0.312,0.27,0.893,0.29,-0.9,2.137,-0.135,0.27
20.569,0.135,0.122,26.449,0.008,0.527,5.168,29.081,0.196,0.134,0.444,0.35,-0.594,-2.169,0.755,-0.073
15.769,0.104,0.087,16.125,-0.244,0.319,24.969,18.754,0.118,0.179,-0.782,0.366,-0.966,3.064,-0.11,0.496
11.921,0.119,0.081,17.923,-0.105,-0.227,7.719,4.146,0.159,0.15,0.307,0.273,-0.297,-1.995,-0.809,-0.898
18.394,0.113,0.134,22.084,0.409,-0.208,21.29,3.764,0.192,0.108,0.023,0.364,0.709,-2.474,-1.458,-0.382
15.097,0.093,0.088,20.914,0.063,-0.339,17.234,26.552,0.133,0.095,0.433,0.288,0.455,-2.252,0.711,-0.331
47.93,0.154,0.244,20.824,1.172,0.781,32.161,42.578,0.208,0.283,0.16,0.333,-0.448,3.834,0.942,0.845
32.561,0.211,0.164,17.381,0.231,0.232,31.792,5.038,0.247,0.242,1.891,0.411,0.422,1.93,-0.773,-0.662
48.726,0.096,0.218,21.2115,0.742,0.925,36.456,17.812,0.1225,0.171,1.865,0.456,0.154,3.473,0.323,-0.529
5.0,0.047,0.045,4.576,-1.691,-0.018,17.162,9.325,0.111,0.034,-0.565,0.176,0.358,-1.506,-1.034,0.251
18.347,0.074,0.06,4.881,-1.079,-0.302,26.754,43.912,0.086,0.102,-0.7,0.207,2.041,0.206,1.43,-1.132
16.092,0.119,0.099,19.997,-0.523,0.345,16.741,21.044,0.166,0.108,0.06,0.337,-1.139,1.674,0.333,0.01
11.727,0.088,0.073,18.995,-0.688,0.087,6.846,24.644,0.104,0.118,0.195,0.307,-0.973,-0.817,0.453,0.176
12.141,0.014,0.012,0.565,-1.559,0.725,20.455,60.534,0.052,0.089,-1.379,0.076,-0.747,2.12,1.442,1.12
8.595,0.081,0.062,8.642,-0.733,0.179,12.255,12.01,0.164,0.085,-0.474,0.253,-0.681,0.342,-0.409,0.103
20.662,0.136,0.119,19.28,0.519,-0.086,26.204,16.223,0.177,0.168,0.122,0.322,0.245,1.39,0.158,-0.275
41.604,0.245,0.208,14.3065,0.824,0.479,21.14,48.487,0.321,0.286,1.396,0.475,-0.575,2.085,1.519,-0.477
21.5525,0.154,0.1445,53.519,1.799,0.056,10.609,4.13,0.459,0.386,0.895,0.513,-0.508,-0.352,-1.193,-0.435
10.585,0.075,0.076,21.23,-0.735,-0.016,16.368,7.867,0.105,0.081,-0.439,0.397,0.026,-0.18,-1.032,0.076
13.574,0.082,0.064,10.389,-0.517,0.298,36.46,9.602,0.081,0.131,-0.562,0.287,1.293,-0.479,-0.81,0.161
22.281,0.115,0.124,21.284,-0.015,0.808,29.123,21.092,0.159,0.116,-0.353,0.391,1.056,-1.674,0.373,-0.086
3.449,0.045,0.042,1.647,-1.499,-1.258,22.008,4.406,0.027,0.069,-1.378,0.168,0.737,-2.327,-1.005,-0.53
27.837,0.16,0.14,48.634,0.53,0.296,10.684,36.324,0.25,0.159,1.316,0.398,-0.759,0.048,1.101,-0.369
47.353,0.191,0.22,26.217,1.312,0.589,36.906,27.278,0.3285,0.282,-0.147,0.421,-1.458,4.995,-0.118,1.232
14.985,0.126,0.11,15.098,-0.224,-0.385,8.63,24.777,0.196,0.137,0.106,0.269,-0.554,-0.86,0.651,-0.422
23.854,0.137,0.107,33.672,0.236,0.646,25.553,26.195,0.189,0.226,0.841,0.355,0.12,1.634,0.453,0.35
11.127,0.011,0.011,0.945,-2.215,-0.246,32.63,55.444,0.015,0.029,-1.371,0.125,-0.092,3.348,0.871,2.083
30.681,0.231,0.147,40.742,0.173,0.897,30.856,5.782,0.334,0.231,1.034,0.385,-0.458,3.63,-0.939,-0.296
10.5215,0.302,0.0785,9.226,2.066,0.819,14.857,24.3,0.353,0.313,1.258,0.491,-0.5,0.705,0.377,0.304
36.78,0.281,0.215,38.858,1.087,0.727,13.232,7.789,0.336,0.291,0.574,0.448,-0.243,-0.222,-0.501,-0.441
24.896,0.137,0.123,18.175,0.685,0.457,38.288,11.999,0.177,0.205,0.056,0.317,0.667,2.346,-0.155,-0.281
26.522,0.171,0.153,26.022,0.567,0.956,15.185,16.471,0.233,0.199,0.182,0.384,-0.095,-0.118,-0.483,0.64
19.011,0.127,0.11,26.045,0.063,0.103,11.941,30.121,0.178,0.128,0.2,0.382,-0.646,0.223,0.553,0.545
5.087,0.044,0.052,4.625,-0.399,-0.954,20.516,1.449,0.053,0.048,-0.904,0.219,0.712,-3.213,-1.627,-0.996
12.595,0.044,0.048,5.928,-1.175,-0.398,39.124,41.353,0.052,0.052,-0.512,0.206,1.702,-2.256,1.294,-0.48
32.376,0.234,0.175,29.469,0.918,0.25,20.128,34.037,0.283,0.34,0.822,0.313,-0.382,1.639,1.055,-0.59
20.775,0.135,0.144,25.252,-0.134,-0.212,11.076,37.194,0.094,0.179,0.217,0.372,-0.25,-0.843,1.072,-0.08
11.352,0.05,0.036,3.293,-1.326,-0.905,19.663,14.747,0.059,0.07,-0.812,0.175,0.43,-1.457,-0.133,0.089
16.974,0.153,0.112,17.33,0.211,-0.221,17.758,6.175,0.175,0.225,-0.022,0.318,-0.052,0.408,-0.417,-1.347
32.388,0.19,0.127,31.026,-0.126,1.094,37.048,45.573,0.277,0.199,0.552,0.379,-0.554,4.674,0.653,1.66
9.559,0.048,0.055,9.941,-1.005,-0.018,24.209,27.862,0.04,0.06,-0.143,0.229,0.819,-1.934,0.893,-1.829
14.439,0.099,0.102,25.112,-0.519,0.087,17.431,9.231,0.157,0.074,0.71,0.284,0.313,-1.125,-0.545,-0.117
40.875,0.283,0.182,18.469,0.853,0.882,17.037,25.975,0.386,0.291,1.824,0.433,-1.245,1.768,0.15,0.834
22.963,0.171,0.121,18.103,0.223,0.248,23.27,33.421,0.213,0.197,0.238,0.288,0.128,1.146,0.59,0.777
19.997,0.139,0.137,12.138,0.534,0.034,21.195,14.567,0.217,0.123,-0.257,0.281,0.233,0.31,0.205,-0.902
19.272,0.085,0.053,15.884,0.763,0.212,14.342,56.864,0.299,0.265,0.385,0.218,-1.806,1.332,1.556,0.511
26.258,0.17,0.203,7.785,0.813,0.259,9.505,29.767,0.158,0.15,-0.85,0.271,-0.843,-0.174,0.833,-0.283
11.371,0.051,0.041,5.558,-0.851,-1.292,44.177,24.906,0.037,0.109,-0.514,0.196,1.976,-2.373,0.68,-0.539
40.571,0.266,0.195,50.276,0.535,0.956,9.249,56.522,0.454,0.211,1.227,0.432,-0.467,-0.848,1.735,-0.183
32.373,0.189,0.185,25.685,0.685,0.22,27.476,45.996,0.189,0.204,0.302,0.364,0.497,0.769,1.413,-0.305
18.948,0.097,0.081,16.004,-0.817,-0.257,23.0765,24.723,0.143,0.095,0.011,0.297,1.948,-0.538,0.77,-1.789
17.209,0.112,0.076,5.099,-0.084,0.381,18.819,50.177,0.164,0.296,-0.345,0.114,-1.311,2.206,0.669,2.042
3.705,0.056,0.057,0.689,-0.971,-1.218,13.625,4.474,0.078,0.059,-1.902,0.139,0.051,-1.113,-1.175,-0.377
32.015,0.156,0.175,9.594,0.812,0.977,16.504,61.368,0.097,0.21,-0.035,0.196,-0.968,1.542,1.374,1.365
41.298,0.26,0.197,32.767,1.24,1.03,4.784,56.089,0.324,0.279,0.514,0.402,-1.084,-1.448,1.55,0.452
24.521,0.162,0.169,20.724,0.254,-0.452,23.731,32.938,0.19,0.17,0.221,0.324,0.065,1.42,1.027,-0.67
14.571,0.136,0.108,19.869,-0.495,-0.49,14.717,12.498,0.128,0.175,0.132,0.327,0.049,-0.744,0.1,-1.105
35.927,0.211,0.159,29.5775,0.888,0.589,20.889,24.664,0.237,0.303,1.545,0.485,-0.192,1.452,0.294,0.499
45.775,0.294,0.148,41.342,1.442,0.53,14.823,11.318,0.332,0.315,0.741,0.445,0.222,-1.581,-0.564,0.175
3.01,0.038,0.034,2.543,-1.18,-0.537,10.955,11.306,0.057,0.044,-1.309,0.194,0.162,-3.779,-0.243,-0.23
21.742,0.154,0.119,29.282,0.062,0.456,20.67,18.275,0.209,0.164,0.289,0.402,-0.154,1.314,0.286,-0.284
23.153,0.17,0.13,19.998,0.275,0.433,22.918,23.391,0.215,0.173,0.424,0.277,-0.671,2.528,0.055,0.732
8.134,0.066,0.051,14.115,-1.011,-0.452,19.921,16.7,0.095,0.107,-0.152,0.295,-0.035,0.856,-0.31,0.511
10.266,0.078,0.087,19.935,-0.533,-0.428,11.497,7.585,0.094,0.087,0.12,0.329,-0.099,-1.247,-0.31,-1.079
10.097,0.076,0.091,9.013,-0.131,-0.028,3.821,9.07,0.078,0.078,-0.48,0.26,-0.711,-2.663,-1.057,0.233
22.319,0.156,0.134,35.612,0.436,-0.14,21.507,6.053,0.215,0.157,0.852,0.373,0.551,-1.101,-1.119,-0.13
9.315,0.084,0.073,14.22,-0.568,-0.495,9.428,15.112,0.117,0.129,-0.076,0.287,-0.111,-2.083,0.106,-0.334
6.873,0.051,0.074,6.999,-0.345,-0.976,5.108,16.246,0.065,0.045,-0.229,0.175,-0.588,-2.231,0.367,-2.05
20.845,0.163,0.097,24.838,0.613,0.358,12.555,18.708,0.261,0.269,0.376,0.344,-0.467,0.095,0.208,-0.014
36.656,0.26,0.194,35.527,0.672,0.63,33.547,21.529,0.347,0.219,0.572,0.419,-0.869,4.405,0.007,0.622
10.118,0.071,0.076,11.673,-1.076,0.1,23.608,8.994,0.13,0.069,-0.416,0.292,0.277,0.719,-0.198,-0.961
37.051,0.211,0.156,48.342,0.738,0.663,26.884,51.217,0.279,0.246,1.248,0.41,0.553,0.416,1.464,0.211
15.622,0.085,0.1,36.489,0.096,-0.837,22.498,0.799,0.075,0.116,0.788,0.393,0.557,-0.805,-1.542,-1.561
15.941,0.095,0.097,37.705,-0.229,-0.4,20.84,9.263,0.123,0.105,1.178,0.319,0.389,-0.442,-0.469,-0.212
36.551,0.253,0.194,47.927,0.737,1.051,20.294,10.466,0.392,0.188,1.014,0.455,0.239,0.065,-0.354,-0.187
10.089,0.08,0.071,13.843,-0.59,-0.113,13.129,17.784,0.057,0.124,-0.17,0.294,-0.1,-0.687,0.174,-0.067
19.885,0.135,0.1,30.461,0.06,-0.445,36.267,2.046,0.191,0.138,0.848,0.318,0.718,1.806,-1.061,-1.489
5.2,0.029,0.021,1.316,-1.439,-0.844,34.905,2.539,0.055,0.034,-1.331,0.149,1.441,-1.977,-1.259,-0.828
10.138,0.072,0.063,16.013,-0.727,-1.585,33.138,2.303,0.065,0.113,0.271,0.25,1.207,-1.064,-0.992,-1.521
9.729,0.084,0.078,23.811,-0.734,-0.919,8.496,9.721,0.135,0.121,0.414,0.327,-0.071,-3.11,-0.077,-1.381
0.532,0.02,0.023,0.258,-1.8255,-1.1,2.558,4.516,0.022,0.031,-2.061,0.098,-0.689,-4.72,-1.383,-0.264
36.07,0.203,0.204,29.183,1.252,0.795,17.415,36.097,0.264,0.227,0.529,0.364,-0.308,0.938,0.973,0.128
8.219,0.041,0.07,6.213,0.124,-1.056,24.397,3.662,0.062,0.04,-0.856,0.246,0.955,-4.023,-1.379,-0.434
12.317,0.078,0.092,24.22,-0.099,-0.23,12.915,6.022,0.144,0.057,-0.222,0.409,0.093,-1.603,-0.836,-0.349
11.656,0.038,0.038,14.851,-0.874,-0.833,37.685,33.279,0.073,0.055,0.336,0.211,1.403,-0.639,0.408,1.063
40.581,0.264,0.2,16.164,0.74,0.887,17.322,30.821,0.302,0.276,1.363,0.498,-0.413,1.113,0.642,0.431
31.559,0.182,0.129,11.467,0.665,0.512,40.016,53.571,0.26,0.315,-0.139,0.255,-1.382,5.301,1.225,1.112
6.82,0.047,0.06,4.944,-0.255,-1.154,22.418,10.084,0.033,0.086,-0.881,0.224,0.719,-1.931,-0.471,-0.079
4.074,0.03,0.032,3.037,-1.434,-1.502,28.613,4.108,0.021,0.042,-0.98,0.186,0.985,-1.39,-0.76,-1.044
3.108,0.036,0.046,6.334,-1.281,-0.349,4.882,4.73,0.042,0.053,-0.858,0.248,-0.385,-3.776,-0.655,-1.084
5.26,0.027,0.036,4.455,-1.749,-0.848,32.829,2.377,0.035,0.025,-0.848,0.212,1.323,-2.002,-1.306,-0.841
14.879,0.1,0.087,6.61,-0.206,0.559,9.324,35.866,0.078,0.217,-0.344,0.191,-0.695,-0.411,0.916,0.263
20.136,0.086,0.046,29.493,0.636,0.079,18.387,54.214,0.337,0.229,0.98,0.271,-0.095,0.674,1.422,0.644
10.845,0.102,0.075,8.187,-0.752,0.183,14.911,15.704,0.089,0.125,-0.152,0.191,-0.1,-0.177,-0.176,0.256
10.695,0.041,0.077,6.865,0.174,-0.669,32.169,4.049,0.054,0.027,-0.579,0.234,1.254,-1.736,-1.548,-0.301
21.338,0.156,0.12,23.992,0.371,-0.01,21.966,18.918,0.176,0.234,0.249,0.354,-0.433,2.064,-0.137,0.542
9.953,0.072,0.07,6.865,-0.471,-0.27,25.248,13.086,0.118,0.084,-0.74,0.249,0.957,-2.945,-0.224,0.005
46.597,0.306,0.213,28.981,0.932,1.188,35.718,49.469,0.358,0.209,0.585,0.353,-1.003,4.761,1.088,1.094
14.128,0.11,0.079,12.467,-0.327,0.16,20.358,24.023,0.177,0.156,-0.088,0.263,-0.631,2.006,0.272,0.473
18.535,0.164,0.109,23.666,-0.172,-0.125,25.512,6.645,0.205,0.247,0.323,0.34,0.019,1.891,-0.798,-0.267
21.183,0.157,0.13,31.467,-0.048,-0.015,14.939,23.966,0.207,0.177,0.651,0.368,-0.26,0.258,0.718,-1.222
6.882,0.051,0.057,18.582,-0.719,-0.388,9.889,8.508,0.091,0.07,0.219,0.298,0.069,-3.474,-0.616,-0.151
36.043,0.209,0.174,34.568,0.925,1.486,16.298,29.012,0.286,0.173,0.617,0.404,-0.679,1.252,0.474,0.589
11.192,0.099,0.079,11.301,-0.544,-0.142,22.447,6.52,0.095,0.129,-0.318,0.276,0.396,-0.036,-1.28,0.005
17.62,0.134,0.121,22.666,0.126,-1.039,9.748,26.429,0.174,0.155,0.408,0.315,-0.52,-0.579,0.795,-0.928
14.349,0.109,0.124,10.361,0.243,-0.463,17.027,1.668,0.131,0.125,-0.687,0.296,0.333,-1.406,-1.221,-1.347
29.371,0.22,0.154,27.276,-0.009,0.831,29.61,23.216,0.295,0.296,0.648,0.324,-0.085,2.837,0.193,0.518
15.379,0.101,0.246,39.6,1.468,1.041,12.607,49.004,0.156,0.349,1.039,0.373,-1.72,0.946,1.173,0.862
7.286,0.05,0.068,13.356,-0.425,-0.822,15.932,8.43,0.016,0.093,-0.282,0.3,0.456,-3.415,-0.986,0.125
2.378,0.011,0.028,1.186,-2.33,-1.12,23.202,1.567,0.009,0.015,-1.427,0.15,0.899,-4.327,-1.651,-0.932
5.361,0.042,0.046,4.674,-0.726,-0.347,14.179,17.07,0.038,0.097,-1.523,0.245,0.396,-5.167,-1.435,1.068
3.824,0.034,0.05,6.438,-0.788,-0.646,14.853,1.322,0.029,0.05,-0.754,0.242,0.314,-2.267,-1.602,-1.079
11.89,0.101,0.072,12.79,-0.756,0.581,13.139,12.998,0.158,0.12,-0.684,0.326,-0.604,0.462,-0.23,0.004
19.774,0.128,0.1095,17.95,1.3,1.381,24.488,49.265,0.399,0.162,1.836,0.304,0.007,3.172,1.091,1.068
5.451,0.05,0.067,4.169,-0.177,-1.773,4.105,9.355,0.07,0.061,-1.123,0.223,-0.418,-5.642,-0.161,-0.995
6.758,0.067,0.056,3.658,-0.713,-0.348,19.132,10.766,0.078,0.088,-1.039,0.208,0.485,-1.584,-0.235,-0.348
38.076,0.263,0.191,35.195,1.019,0.287,33.879,29.761,0.28,0.209,0.727,0.391,0.271,2.749,0.06,1.248
13.726,0.104,0.09,7.908,-0.312,0.153,20.487,21.909,0.143,0.128,-0.393,0.23,0.08,0.675,0.129,0.489
10.334,0.061,0.052,8.514,-0.984,0.099,32.092,15.553,0.101,0.064,-0.793,0.278,0.568,1.511,-0.144,0.198
5.921,0.036,0.045,5.21,-1.541,-0.123,25.786,8.909,0.03,0.037,-0.408,0.16,0.973,-2.743,-1.339,0.309
2.452,0.032,0.044,5.599,-1.406,-1.195,5.406,9.285,0.062,0.033,-0.501,0.195,-0.558,-2.163,-0.231,-0.712
17.437,0.123,0.09,16.154,0.279,-0.485,17.433,36.935,0.096,0.207,0.028,0.296,0.345,-1.327,0.973,0.226
18.096,0.114,0.111,24.625,0.528,-0.377,7.64,23.506,0.145,0.151,0.41,0.336,-0.288,-2.081,0.45,0.044
26.874,0.175,0.188,19.135,0.814,-0.369,23.152,21.732,0.229,0.164,0.179,0.311,0.537,-0.5,0.45,-0.215
3.582,0.031,0.025,0.319,-0.362,-0.494,10.289,12.689,0.009,0.104,-1.609,0.074,-0.075,-1.871,-0.435,0.211
29.228,0.233,0.151,49.154,0.634,0.278,15.446,7.888,0.316,0.285,1.438,0.373,0.082,-0.65,-0.261,-1.188
32.031,0.223,0.179,38.62,1.014,0.555,20.133,7.457,0.351,0.174,0.546,0.45,0.258,-0.061,-0.661,-0.279
26.215,0.188,0.176,33.03,0.721,-0.111,17.974,6.261,0.197,0.197,0.396,0.421,0.034,0.21,-0.584,-0.67
21.501,0.173,0.141,19.737,0.097,-0.424,25.157,18.409,0.197,0.195,0.269,0.304,0.407,0.593,0.479,-1.885
10.683,0.075,0.093,9.454,-0.52,-0.351,17.879,15.976,0.13,0.058,-0.192,0.229,-0.03,0.37,0.138,-0.263
15.804,0.034,0.045,5.061,-0.51,-1.657,20.5255,50.049,0.037,0.062,-0.525,0.184,0.498,-2.962,1.649,-2.213
27.808,0.211,0.11,22.284,0.12,0.556,35.198,36.105,0.312,0.312,0.217,0.341,-1.435,4.796,0.57,1.035
25.446,0.173,0.101,5.78,0.268,1.026,30.258,41.099,0.239,0.319,-0.424,0.185,-0.538,3.621,0.485,1.576
31.4,0.244,0.218,22.012,0.875,0.292,4.689,21.094,0.331,0.198,0.149,0.348,-0.9,-1.712,0.409,-0.194
15.558,0.11,0.094,25.054,-0.256,0.364,19.961,5.159,0.22,0.086,0.603,0.307,0.455,-1.073,-0.594,-1.071
29.045,0.208,0.131,37.297,0.346,0.448,24.226,35.783,0.387,0.199,0.899,0.38,-0.091,1.886,0.898,0.302
21.526,0.138,0.16,22.49,0.539,0.383,7.293,8.755,0.133,0.181,0.007,0.37,-0.622,-1.177,-1.05,0.192
49.257,0.31,0.208,49.318,0.691,1.543,24.11,59.14,0.401,0.248,0.773,0.502,0.214,1.046,1.356,1.238
38.438,0.232,0.207,38.248,1.215,0.497,19.765,41.451,0.19,0.309,0.887,0.392,-0.561,1.813,0.961,0.709
28.333,0.108,0.071,7.897,0.268,1.367,31.228,28.2425,0.458,0.195,-0.035,0.11,-0.061,3.057,1.971,1.603
2.128,0.028,0.038,4.228,-1.316,-0.442,3.805,4.041,0.06,0.033,-0.801,0.201,-0.608,-3.169,-0.844,-0.863
10.444,0.051,0.06,15.755,-1.044,0.996,15.087,6.481,0.051,0.067,-0.322,0.332,-0.083,-0.184,-1.328,0.015
23.708,0.182,0.156,16.365,0.461,-0.032,21.877,21.014,0.278,0.179,-0.081,0.314,0.165,0.719,0.505,-0.588
9.438,0.089,0.076,12.859,-0.553,-1.186,19.736,8.044,0.079,0.134,-0.053,0.263,0.608,-2.338,-0.943,0.05
19.975,0.158,0.129,22.231,0.785,-0.204,7.185,4.624,0.166,0.249,0.016,0.366,-0.774,-0.951,-1.108,-0.389
13.071,0.113,0.07,4.622,-0.588,0.081,12.932,40.891,0.193,0.121,-0.404,0.114,-1.292,0.936,0.545,1.458
22.476,0.151,0.13,20.242,0.407,0.313,30.377,7.495,0.188,0.258,-0.205,0.369,0.12,2.546,-0.876,-0.063
34.922,0.205,0.21,36.692,1.426,0.418,14.518,18.086,0.201,0.277,0.35,0.459,-1.127,1.218,-0.071,0.382
4.006,0.037,0.042,8.495,-1.85,-1.561,23.448,0.644,0.035,0.058,-0.274,0.223,0.908,-4.085,-1.825,-1.362
23.644,0.159,0.175,21.829,0.923,-0.181,13.689,4.57,0.187,0.211,0.042,0.359,0.083,-1.247,-2.136,-0.129
41.102,0.206,0.178,32.144,1.41,1.581,9.208,51.945,0.254,0.334,0.729,0.361,-1.102,-0.043,1.183,1.082
11.812,0.07,0.079,8.495,0.007,-0.493,26.01,15.616,0.08,0.096,-0.715,0.273,0.51,0.386,-0.207,0.289
11.939,0.082,0.063,9.1,-0.665,-0.004,31.085,16.376,0.106,0.147,-0.607,0.273,-0.069,3.048,-0.471,0.622
13.566,0.086,0.084,13.007,0.415,0.089,9.019,17.508,0.066,0.156,-0.412,0.308,0.05,-4.898,0.275,-0.397
7.069,0.075,0.053,3.456,-1.087,-0.281,21.398,11.316,0.088,0.144,-1.426,0.22,-0.202,1.568,-0.994,0.446
25.97,0.167,0.168,40.471,1.034,-0.899,15.707,2.575,0.134,0.25,0.818,0.424,0.181,-1.01,-1.509,-0.649
17.666,0.108,0.12,18.441,0.307,0.371,16.386,10.99,0.152,0.111,0.301,0.281,0.044,-0.241,-0.664,0.217
